iteration,trial_1,trial_2,trial_3,trial_4,trial_5,trial_6,trial_7,trial_8,trial_9,trial_10
1,-3.8963353485019097,-3.2477378222831748,-3.0524819864424892,-3.6169367987124694,-3.2887197423181576,-3.1042592602822556,-2.5202039161189007,-4.2879212174952155,-2.9818784064570303,-2.4949796710717305
2,-3.1374456349209003,-2.7836099454963286,-3.20244890541689,-4.1803862706748784,-2.890331166484273,-3.3780994964463336,-2.4919444249915013,-4.326134868443507,-3.0661313997854807,-2.9746166507663347
3,-3.2913852472261005,-2.821616805370972,-3.258531099213439,-3.6424304205675297,-2.943599978140351,-3.1545304777670826,-2.4601852470869794,-4.1489507577692235,-3.208205652427269,-2.791510952001855
4,-3.1282042082243087,-2.9691906812241577,-3.4826545284163335,-3.825589455821175,-2.928453497648817,-3.036175195811233,-2.4654965254964907,-3.6884419942949647,-3.427331799565029,-2.742857220609215
5,-3.2792197899301376,-2.900918015690373,-3.0231857339199055,-3.2102682381075787,-2.8501727259535428,-2.885102750054582,-2.4713574495697763,-3.871517375282287,-2.896600153821289,-2.826160834476867
6,-3.132428326238486,-2.9789026765769258,-2.7492849387363925,-2.9405695686341735,-2.6567723587469456,-2.9316219824042307,-2.473219489112647,-3.382585329635741,-2.9006662036625483,-2.7343998822201656
7,-3.178651261378159,-3.080512487190546,-2.7546051643673883,-2.8726241755749906,-2.7458789722698618,-3.080798354039805,-2.4766066620261165,-3.2899467623484306,-2.979233155530881,-2.715502587030778
8,-3.3008745520638256,-3.2239884827686858,-2.8915644677961305,-2.755328906789212,-2.749272791679613,-2.984481265688296,-2.4846873717480653,-3.0597568196037805,-2.9952229868347175,-2.6959500550016484
9,-3.5193473432523694,-3.2731648327403455,-3.007331031053299,-2.77402973353595,-2.7874806584600837,-3.0279402897808163,-2.496308817035432,-2.92397600166293,-3.0966427681876914,-2.779212938350958
10,-3.497582953389953,-3.361621247000745,-2.6815324577886357,-2.7757077547015276,-2.8514916865564737,-3.0155017412129257,-2.556792628380134,-2.9452066595229174,-2.9357552349462055,-2.7332309221652786
11,-3.818654038880863,-3.536732818186312,-2.6247634103470863,-2.7199818943978937,-2.874881784535384,-2.947491430261024,-2.5840222052731097,-3.047410534503276,-3.0078336545369533,-2.7594994739869403
12,-3.967012481367219,-3.668243404819758,-2.669733173445008,-2.7055199605155753,-2.9853650660145017,-3.0072359899444403,-2.6480517951375107,-3.3010852935128026,-2.7304230435488956,-2.7930137610012413
13,-4.153204704962713,-3.817512452486987,-2.6790671727454,-2.676026532905086,-3.0389477283471713,-3.0043026343338286,-2.662355997490208,-3.473508921479968,-2.9208355060256634,-2.7660870694535276
14,-3.6551430727780865,-3.5777541030602045,-2.7388995693937135,-2.6643508468181447,-3.041241164844473,-3.0994097121243103,-2.6762384544813473,-3.7810150433553886,-2.7869675632727815,-2.794476956467168
15,-3.687621039660299,-3.680474496554142,-2.7798240751132703,-2.661077932308967,-3.1379546657333752,-3.1562956023372135,-2.688349377763743,-3.8927938072526396,-3.0537132839449184,-2.825373407013675
16,-3.912243400186467,-3.67094187249403,-2.7432819693533985,-2.669422993896801,-3.2003678502231874,-3.098679387834002,-2.759262538454139,-3.7176381405174648,-3.167082225636187,-2.8998423544234115
17,-3.72330281780516,-3.619109812470581,-2.6645879675798865,-2.6600394715235605,-3.261377940290961,-3.133256828385926,-2.8426206262916414,-3.7265062116801575,-3.2435119376756973,-2.845027292247622
18,-3.4784355083388356,-3.5682593212184637,-2.637238037292442,-2.658591467979812,-3.295780608773831,-3.077367430556308,-2.8704254310801423,-3.3155850273689813,-3.315354786691005,-2.8117704550819256
19,-3.3800500389379775,-3.672857838983856,-2.6455411346813924,-2.6270174404806133,-3.3723108450276165,-3.080544498391314,-3.057975721542176,-3.2469404937361865,-3.3568691465715257,-2.8343664507996698
20,-3.407708506285395,-3.5971737859259827,-2.6893004436624843,-2.653750988051177,-3.4633134881580663,-3.073807800221567,-3.1628409965881294,-3.29987871345326,-3.326808796572326,-2.7955284277841437
21,-3.4680837981958423,-3.6194893960562817,-2.6285930856796504,-2.6444290524449863,-3.546103974668239,-3.035308889266642,-3.273222540832675,-3.2864723505812705,-3.4068296438797203,-2.802153560764259
22,-3.4885970297674027,-3.699875573150823,-2.622676638819203,-2.6769571669038483,-3.544365409167308,-2.9939757942153724,-3.3833842754977472,-3.1963432235184874,-3.487130880347528,-2.824286706529344
23,-3.5498676111571936,-3.5049430802909463,-2.632096932969374,-2.763107134629194,-3.5864760237997007,-3.046549797444286,-3.6142348099160233,-3.1904755488738927,-3.5727681387022177,-2.842577880007438
24,-3.6429413724049002,-3.2797295725834177,-2.757979294934005,-2.9841980695052,-3.594785036002393,-3.0466055225948683,-3.751812809427168,-3.2824335970550558,-3.614715553436882,-2.8101372833687717
25,-3.5661309485943056,-3.278985280298871,-2.799449057293443,-2.9400735422855737,-3.652249446018099,-3.0044784317616617,-3.8500727873616785,-3.3568749879535678,-3.6890197086654783,-2.7441244989181373
26,-3.606029880631148,-3.2983665638874218,-2.8848267016412956,-2.9846661275974493,-3.730347097543484,-3.011893654344322,-3.9653247934418703,-3.3773394820107976,-3.765117236225707,-2.7657469381283732
27,-3.701916587029712,-3.414525034732158,-2.8708654697300546,-2.9576299040053677,-3.7916172951903344,-2.963560608726722,-4.057680153544789,-3.4242187999083367,-3.839872081725712,-2.766277644926075
28,-3.7143463509513617,-3.4343964451232014,-2.8614701381338343,-2.954693991288349,-3.892956862187418,-2.948491652511797,-4.092922225426613,-3.3263636197618465,-3.858643245974421,-2.7939528356540784
29,-3.835338538759979,-3.4842275144704753,-2.8288583699193177,-2.9596545683863305,-3.9594927086882654,-2.9487182921741666,-4.237265091823847,-3.383558625982303,-3.753671181708218,-2.8000294050212977
30,-3.822137438510169,-3.57139779693079,-2.8773054318646896,-2.9484635619832433,-4.183128753485603,-2.9995423392079106,-4.334513252747795,-3.4446087798529463,-3.823473694442685,-2.823484709610281
31,-4.074110984793307,-3.5745563158452964,-2.8896137300177243,-2.948721081180848,-4.167433319563421,-2.9624701730128926,-4.325278511904853,-3.21394775787066,-3.919632224924152,-2.921667683481495
32,-4.162592403833003,-3.6087234831537867,-2.910337105701217,-3.030872699750589,-4.246587547093574,-2.995076400308408,-4.409652969021196,-3.4355343927461575,-3.7728583881770503,-2.9817184345930987
33,-4.295135562901628,-3.6417566709367533,-2.906010591194641,-3.0435951825316265,-4.384569324927946,-2.9971933955024825,-4.492832325528685,-3.5048888930929745,-3.8760301931967556,-3.0928384986794715
34,-4.307322101435886,-3.6713475212811386,-2.899563376029987,-3.0575404775662545,-3.8166152201216734,-3.0065643449265953,-4.5749662459862925,-3.5447467624881166,-3.9102543708519732,-3.189732614791844
35,-4.375004308880168,-3.7166864579852783,-2.9053138781555234,-3.0665736478313637,-3.866609276126061,-2.9756709513306117,-4.70915340316808,-3.6267510821083873,-3.9696615068066903,-3.2427675350069083
36,-4.4950627607309075,-3.7615176348380515,-2.9538519153909353,-3.085658033725161,-3.903987620074371,-3.0070647248232745,-4.827028498748211,-3.696469905696029,-3.9059141229841696,-3.309978829324649
37,-4.575525281006782,-3.7841320541687753,-2.9844832036448583,-3.081647294100948,-3.187529657472619,-3.0401702411635214,-4.917393589827209,-3.697272533791992,-4.000669362201435,-3.3886480355487576
38,-4.664909342596383,-3.753925454996779,-2.9202175626364966,-3.1055927726342807,-3.2401024208693823,-3.041435779686799,-5.306373138593127,-3.8549442922503956,-4.06951483632494,-3.4440321271127394
39,-4.68205614965177,-3.7907032328920236,-2.9462946412169617,-3.1361708675858098,-3.4597077177605873,-3.0600519251361593,-5.340605382706968,-3.8497095552750262,-4.140692446812397,-3.5375727516898814
40,-4.82788640066196,-3.8636237847530963,-2.9952888836088163,-3.152950385998751,-3.527337397471721,-3.081696787861804,-5.421713759074196,-3.824577689708969,-4.183921040759973,-3.6155822531514703
41,-4.887921350966937,-3.9110965725230367,-3.0259673793415605,-3.120576907965811,-3.5854662575233753,-3.077983066187319,-5.502375243336852,-3.860246751969569,-4.177222052232407,-3.660702147409612
42,-5.007357719904987,-3.867961015091081,-3.0906155498515937,-3.1483850284142494,-3.664170182755961,-3.086691914280996,-5.566172151707509,-3.888170279532873,-4.209087239220776,-3.7053163411607364
43,-5.097129366841548,-3.887957071613888,-3.124687613444076,-3.166973254828825,-3.863435828999468,-3.10030962034482,-5.634973527459741,-3.959164860763576,-4.291806867959408,-3.7776074702515823
44,-5.190278454365147,-3.8099106698744505,-3.1502112570426255,-3.1782599868076487,-3.8301913259211227,-3.017417237164413,-5.6410189251491305,-4.112473197639713,-4.465862059830948,-3.8869083452193376
45,-5.056912512372177,-3.8827743834357475,-3.1956541437809287,-3.1896231485211204,-3.9025504373193884,-3.0287460231283947,-5.588535207990567,-4.196042825945417,-4.463826486366841,-4.020132749073658
46,-5.115257940303888,-3.908226009719827,-3.3001908643870927,-3.1906563362432485,-3.972719441242447,-3.02545010044534,-5.884049838553151,-4.2537900285484564,-4.541137806771841,-3.995013240259822
47,-5.229787410609779,-4.005589355461758,-3.4672637550193683,-3.21107667681383,-4.032558014671513,-3.042177203144442,-6.050907043199955,-4.277843288533671,-4.547460088770259,-4.262001313106229
48,-5.3184330943964575,-4.083393594621556,-3.7168854607559987,-3.2306105025855287,-4.118720876600674,-3.046938064279285,-5.9420648090414465,-4.327383001921147,-4.634488183320152,-4.094445597811717
49,-5.395565963198131,-4.115091139209293,-3.808146386113755,-3.2443720050900935,-4.111288111322229,-3.063385466184627,-6.051141140724069,-4.3440827514558755,-4.7506422474659535,-4.199829689138597
50,-5.423888868469905,-4.158855550027169,-3.589028664255227,-3.2754016112685567,-4.123501462682249,-3.061165783046597,-6.266600211988224,-4.252413141280702,-4.802080298095327,-4.402468488085032
51,-5.482397300401838,-4.184937935021931,-3.4422109227022344,-3.2849820852964124,-4.195814537473173,-3.0763356534657613,-6.36650852212525,-4.329241366325505,-4.836001469810432,-4.48725897877099
52,-5.539598156454666,-4.152427975709384,-3.443566080253495,-3.3027954310940437,-4.251187775327697,-3.1151316815681196,-6.458485192500178,-4.3748275073805125,-4.865880119820498,-4.419912940686368
53,-5.597118308544859,-4.180493474373789,-3.4495052049840287,-3.3452053460513325,-4.31338637942489,-3.1555539518662528,-6.526184794160224,-4.4198166302030275,-4.9228248814338205,-4.532685321210442
54,-5.661553561484069,-4.249354172761375,-3.469890091167846,-3.2846338600073843,-4.386539414715452,-3.1824174478081346,-6.648285108060033,-4.513422910341143,-5.053115031668996,-4.540237950404916
55,-5.752629323884772,-4.274745128152807,-3.4928441859007884,-3.2775530810938895,-4.6751120479206,-3.212018964699749,-6.71544313431022,-4.580549440129132,-5.161253469546278,-4.622917484089222
56,-5.3263790944678036,-4.314537114206124,-3.5081754352727894,-3.292377619787982,-4.764256608438462,-3.2186783047241097,-6.868495085258561,-4.641215293225586,-5.247933898124225,-4.7033718048760536
57,-5.099458284167952,-4.3309053138224805,-3.545197309772081,-3.3132930219838155,-4.830277417906145,-3.263821525467636,-6.697669456095613,-4.785162628118258,-5.299257064244847,-4.829431585686043
58,-4.958053789453592,-4.400732762652103,-3.5804105289692014,-3.3327274915384697,-4.8449587512401155,-3.2854862783507794,-6.791112735556375,-4.867839382719611,-5.3421253913984765,-4.882248444663208
59,-5.08206039852754,-4.446217915524136,-3.6129837000989378,-3.3378513682502113,-4.868553684857839,-3.2688009862755836,-6.900413109612597,-5.196707907348987,-5.289620207123891,-4.93343359941094
60,-5.271531638629689,-4.514235622545666,-3.676429428849366,-3.297934113554908,-4.90986695036826,-3.2886255929265906,-6.9765205710659,-5.3478845375413835,-5.0492220933150875,-4.984226488142032
61,-5.456138013757727,-4.574268610223935,-3.69294832386884,-3.322364830438671,-4.875966167944327,-3.3040097292622583,-7.0642637026872945,-5.439376323050525,-5.116598433560483,-5.047901341721268
62,-5.178117692380612,-4.5812346295440065,-3.7418724531137717,-3.343765337714066,-4.900147870882583,-3.330104466693459,-7.116438833778191,-5.55145660117333,-5.140028865220523,-5.105261160150375
63,-5.226580959322311,-4.482615405454333,-3.773872245600187,-3.3375440388635145,-5.184011205026541,-3.341848140487919,-7.42895510554134,-5.60270844074596,-5.18494803260411,-5.226444999706576
64,-5.234346555610404,-4.586242849508754,-3.8333078849127498,-3.3160882263816656,-5.118550002413088,-3.3792907613044343,-7.512774833705006,-5.578288814811605,-5.082740515425243,-5.131515364638066
65,-5.339585756477006,-4.754075220998837,-3.8647408380678994,-3.2965648015627846,-5.251317206903818,-3.3223222425712615,-7.33822145401931,-5.606899921836384,-5.131308919168929,-5.181713269805084
66,-5.378277615527916,-4.579604295693643,-3.893133114046709,-3.313375299993147,-5.075191585614962,-3.3795557836693595,-7.429038810903704,-5.530103757666101,-5.225071124895077,-5.186121110227684
67,-5.410909627881115,-4.615293426319983,-3.9646143527341913,-3.298280245283145,-5.112395441709854,-3.3424898907482987,-7.785498016290205,-5.617934488769648,-5.2517346414693264,-5.258389590670597
68,-5.271007989847513,-4.710504670031971,-3.997281648111365,-3.3108907305498145,-5.182902868282478,-3.3189102058852695,-7.662900613935045,-5.69648544199004,-5.324285714715189,-5.453880417629376
69,-5.062674931769046,-4.757157497754467,-4.01547196102091,-3.308970809692056,-5.2600376810464855,-4.185575546526586,-7.924354436907339,-5.927511723910616,-5.387985269476947,-5.5615506255908045
70,-4.483804276020609,-4.820054726505376,-4.135554602822543,-2.719258078765919,-5.298723141045346,-4.211581676780561,-7.9344800424538615,-5.84224067413067,-5.408774724922587,-5.6814181966825785
71,-4.574233527138481,-4.869146401775072,-4.169590347117144,-2.7230281428914482,-5.283852826410945,-4.300244062883579,-8.046915436768279,-5.953277182145852,-5.517030646364613,-5.62442046121042
72,-4.670295783011372,-4.928811718919116,-4.115783114428196,-2.7194260509392407,-5.356122780149406,-4.157614558051478,-8.150366997828298,-6.009383559921048,-5.541420627311598,-5.677747914853891
73,-4.676294749043457,-5.060524002014779,-4.160144039568281,-2.7381390769737135,-5.4596722333739605,-4.197696461693366,-8.287017041391024,-5.902575577393132,-10.667541944371804,-5.756495661327798
74,-4.684160631226913,-5.126539542100871,-4.195609145852899,-2.7451132163064575,-5.51793604754789,-4.789367506474786,-8.34626897862807,-6.007110475032242,-10.86823580706194,-5.108282673466647
75,-4.642882818337831,-5.131696748602173,-4.24471047316677,-2.7506523216251235,-5.0906200869710005,-4.850356810899894,-8.507059928599094,-5.74986679332515,-11.032963591420721,-5.1743615418108595
76,-4.648454287599358,-4.985295951786653,-4.273576069499783,-2.7542056718335064,-5.024813252030384,-4.877308911880534,-8.299902056383557,-5.787420520092861,-11.127622661817178,-5.226843922415486
77,-4.681813995600691,-4.963524670616574,-4.29669713096244,-2.756049002847025,-5.007883520789675,-4.962481598947524,-8.268704681951629,-5.700406856983829,-11.289750542673696,-5.478580612072105
78,-4.740808760253904,-5.048461290849304,-4.023846278913277,-2.7674642863148256,-5.048023448328666,-4.987144452093601,-7.223332570873549,-5.459749341967184,-11.482319002931408,-5.530403730452261
79,-4.776218231966248,-5.058234362476682,-3.9943727155808175,-2.779154105526548,-5.0235694552772445,-5.038854533269472,-7.406551067290199,-5.464100586141286,-11.893100277122931,-5.573491423258406
80,-4.860160668784784,-5.078761413715086,-3.9132923207678014,-2.7812017242898786,-4.8869054125407025,-5.095411237691449,-7.4550321876568,-5.188865302614363,-12.07272494143938,-5.334062363724312
81,-4.922996493092498,-5.103143076134189,-3.767410588882466,-2.790414108350502,-4.960215509957038,-5.0996459138781995,-7.479587889163774,-5.399662586301779,-12.134881343043462,-5.398596986244835
82,-4.979389395027916,-5.120021120657219,-3.8014597567421853,-2.8000565508433097,-4.875716237354818,-5.054279848179667,-7.562965167369502,-5.286849952969897,-11.371995923250012,-5.597349311901786
83,-4.98654431725616,-5.21985642777661,-3.7647999269625303,-2.8197951096741165,-4.945003171402664,-5.0612945865938554,-7.488883050204016,-5.357951150742288,-11.528392258432795,-5.639232149204589
84,-5.0284290833610115,-5.2520896050058825,-3.8306966085062273,-2.8232956977090486,-5.011298190059384,-5.10203047832965,-7.512311877066322,-5.4294325499361795,-11.706872983603722,-5.688485685989851
85,-4.887939435972783,-5.301821460592189,-3.8654658124875065,-2.8440628867263267,-4.782520100263107,-5.167550832494751,-7.525557013131892,-5.439795023663218,-11.846918953874331,-5.5346235601103775
86,-4.827429859251876,-5.347053451127018,-4.013820280046969,-2.829358135910272,-4.731454528472249,-5.234013774751527,-7.378245091103812,-5.320396073936781,-11.933596688165132,-5.599373956534802
87,-4.857321818900868,-5.376887073278849,-4.064395066961281,-2.8308399160755977,-4.77238914041464,-5.23837145659482,-7.062187088760101,-5.31594090487105,-11.95997789043818,-5.707741551637709
88,-4.871758633910161,-5.311970220922353,-4.079528638338035,-2.840538477506575,-4.973630551469332,-5.204734239749867,-6.879664238126108,-5.171095852836768,-11.847954043239163,-5.763297544121034
89,-4.945016249553616,-5.270033180236547,-4.09425071123821,-2.848500745188945,-5.013325369236398,-5.260733219233161,-6.57172842245147,-5.225286910256001,-12.112294637193576,-5.762414803413635
90,-4.893378520338334,-5.294196868875111,-4.076605800361218,-2.8591880555898253,-5.080598172643685,-5.286323760318889,-6.694193382590107,-5.250238598117858,-12.246087053398071,-5.839429656582935
91,-4.981220746146863,-5.334741917703807,-4.05607587254546,-2.8647347127262983,-4.851298291599358,-5.326003438695588,-6.849027719825771,-5.15725242355142,-12.453757937228827,-5.902359396836716
92,-4.835164115925393,-5.371538840422467,-4.0858538177735,-2.898581994725428,-4.927706622418052,-5.4255216113148235,-6.687942958876792,-5.017252451502211,-12.608574502398302,-5.737729376100072
93,-4.784489123745826,-5.364242094200643,-4.126626273030358,-2.906440161023143,-4.97074771424021,-5.485822341360583,-6.461296055495378,-4.98047865487158,-12.849910401771945,-5.1897775678378055
94,-4.801941642067272,-5.370872891823715,-4.1526520991088445,-2.91189978668698,-4.969465178193258,-7.148214118840266,-6.4660558243523285,-4.9095484780866006,-13.066858313095906,-5.206118239431798
95,-4.850375068357448,-5.390330765601239,-4.2082587632291295,-2.916130291316245,-5.010196854862872,-7.213340564953234,-6.463529053535397,-4.892464162342934,-12.74099032894946,-5.195489054340642
96,-4.907315735986707,-5.412666390833324,-4.18639145162681,-2.932518651691092,-5.035281803877688,-7.2855935583461955,-6.52477991941807,-4.900456681237478,-12.749456529601897,-5.196467853832112
97,-4.8901857700460045,-5.318132085661816,-4.17889661955062,-2.9488036975137097,-5.115818240154266,-7.3397543129505864,-6.597579983884893,-4.8820386847499035,-12.457984910460862,-5.184885969385645
98,-4.896992108443776,-5.22237028679219,-4.086948962001379,-2.9412560141083377,-5.145481016892937,-7.5130884262855515,-6.541258206818123,-4.848914430604539,-12.610382489661164,-5.194190396063214
99,-4.893180613891807,-5.221425695479237,-3.8340982330955367,-2.9433359211065215,-5.226093313946438,-7.640210922108811,-6.599847554243973,-4.942980894209171,-12.763695602309603,-5.189234120844562
100,-5.074232270390244,-5.2054745270688,-3.9065146430238675,-2.9660893280790446,-4.847499600538517,-7.793807191701822,-6.351533115028249,-4.982643860767502,-12.936401126133061,-5.055944462884252
101,-5.014813996916215,-5.470076315593092,-3.864132105517811,-2.9763802086222375,-4.9149854654872245,-7.8981426009397655,-6.4365229250837785,-5.000814243195313,-12.668535397696536,-5.095841713354342
102,-5.032345992499602,-5.533977201819936,-3.7913282801479893,-2.9979123451210112,-5.178177283918054,-8.006868310201604,-6.295224677833318,-5.002719306926591,-12.751202305603007,-5.059591575063123
103,-4.935702804008855,-5.564564260028221,-3.7079006864360955,-3.0013625542136637,-5.217873886821617,-8.131708255343625,-6.34300394790017,-5.038697505334882,-12.906055814077076,-5.094902800379053
104,-4.913355331290731,-5.624000844964853,-3.74943697367473,-2.9985574604788874,-4.869039685518961,-8.289558195379444,-6.344278851188746,-5.070939875982229,-13.066013811057136,-4.988022867627807
105,-4.888129254629697,-5.723387865809262,-3.749558881482524,-2.9981492501392006,-4.684062936077782,-8.503850619590626,-6.1539092179521155,-4.757187378229146,-13.212694665985788,-4.974039045140986
106,-4.6809530211768005,-5.792370961326781,-3.475658164057205,-3.0045912414506484,-4.66988913499859,-8.656733760410386,-6.246714643776643,-4.848706343471151,-13.3706404037026,-4.820638458810992
107,-4.714247514155574,-5.834701151136421,-3.40829344611218,-3.006585847478313,-4.530648680051324,-8.826875990168961,-6.281241819974967,-4.728681836300846,-13.480253743779532,-4.793138616974348
108,-4.719015069962895,-5.773924428922904,-3.395927181859192,-3.01416358699261,-4.493730761284052,-59.14355408558189,-6.2848884663116165,-4.663716358199627,-13.635748412171521,-4.738953499403745
109,-4.752767757772771,-5.726008174107008,-3.38493317162757,-3.044509213218922,-4.397612520063262,-60.70281978226246,-6.288205062670537,-4.682562460215881,-13.800650780131367,-4.75065094023442
110,-4.773455924493938,-5.779415297383542,-3.4412626954619756,-3.0536785974275196,-4.25609655120003,-62.61293757155173,-6.413370754298825,-4.646352503834259,-13.860196009269329,-4.517446998052756
111,-4.783977905175522,-5.56197531056266,-3.4487212596780568,-3.0518508940263436,-4.306822446383534,-63.59187656791233,-6.310500028638203,-4.422765606246608,-14.000517249293909,-4.468208073617029
112,-4.564812651962215,-5.584393342234291,-3.5357515563470985,-3.0513325124035813,-4.297683479158877,-66.02935264109286,-6.29523750526477,-4.486896256824397,-14.094404733561037,-4.27710655460293
113,-4.4753073509607635,-5.602094825823818,-3.654838064397651,-3.054928402950909,-4.166277931198076,-67.38654755427365,-6.32915067908036,-4.4723350833217355,-14.250831021785014,-4.015264771305129
114,-4.666026300558507,-5.544857998983759,-3.8852909486374387,-3.0639699992839704,-4.113483783363222,-85.24754377364961,-6.2813564713729715,-4.331701388432798,-14.575767727604356,-3.8388513303780547
115,-4.752834826233658,-5.553533761277568,-3.7670233335624244,-3.085571797107623,-4.002375229978603,-86.63755360933263,-6.338989626640941,-4.353079380429649,-14.65977513993118,-3.7150135609241843
116,-4.425720418748858,-5.420704151825263,-3.7524367761066033,-3.0805999766510475,-3.9121553915616505,-88.27542607634797,-6.005509512410519,-4.336677075865928,-14.689084746264268,-3.5727777585569083
117,-4.17639653519648,-5.193920665467855,-3.7702911224894393,-3.0915186411840403,-3.804054355039363,-90.07569808334624,-5.829333669483126,-4.424887794076661,-14.851504076261445,-3.538366406174563
118,-4.152390437430026,-5.205096972014374,-3.8371240378152196,-3.1079540920219864,-3.968505489906408,-92.26539319102184,-5.865942608242516,-4.291622162245793,-14.948258770170069,-3.586628884568122
119,-3.9538346901557273,-5.212269899959434,-3.861184589685021,-3.111210859321228,-3.929605209003415,-93.81092381038839,-5.728184103304198,-4.148565158311727,-15.16311628737078,-3.977996564184534
120,-3.8506800134532075,-5.224219206747484,-3.767545071667443,-3.115040316084902,-3.8573958089621554,-95.97374229608272,-5.736845717244307,-4.155537657309598,-15.353371767194275,-3.8789236609592033
121,-3.831121544991398,-5.194686139068712,-3.781449602772337,-3.1088292388747147,-4.309690719231506,-99.1876647624596,-5.747093087344231,-4.21699702179761,-15.391132815138345,-3.6199490554406486
122,-3.6571644344094167,-5.136780746919634,-3.759124713777214,-3.11981903241698,-4.363129938442136,-101.72072269935525,-5.870961931146429,-4.317558519658169,-15.561868235999256,-3.6710011765366453
123,-3.5862104337884464,-5.152589986000109,-3.777409841625219,-3.1204017366309906,-4.416684245202518,-103.58795461939525,-5.898813493036684,-4.389638799972497,-15.72242713130149,-3.598367001185269
124,-3.5669809086506143,-5.1562823569652565,-30.274801942412346,-3.1124037567520233,-4.473376804733057,-107.90212165220258,-5.880512343997685,-4.416672651370031,-15.915129590722646,-3.5163937613864196
125,-3.6176733266818286,-5.173871572638147,-30.120894558808267,-3.1173580706815587,-4.504017306615804,-111.05483187320556,-5.841628675611008,-4.508176101884656,-16.07011396837646,-13.34792023282653
